fid,BAUMNUMMER,FID_ANLAGE,BAUMART_K,BAUMART_L,BAUMART_D,EIGENTUEMER,PFLEGEZUSTAENDIGKEIT,PFLEGESTUFE,BAUMSTATUS,PFLANZJAHR,FALLDATUM,SCHUTZART,KATEGORIE,BAUMHOEHE,MINDESTBAUMHOEHE,KRONE,KRONENDURCHMESSER,MINDESTDURCHMESSER,BAUMTYP,LAGEGENAUIGKEIT,FORMSCHNITT,$GEOMETRY1,Z,BREITENGRAD,LAENGENGRAD,DATE_CREATED,DATE_MODIFED,$SQLLABEL1,X,Y
753955,27258,CPS Maurerschule,bepe,Betula pendula ,Sand-. Weissbirke. Hängebirke,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,2008,,,Laubbaum,11,15,grosskronig,6.5,8,Strassenbaum,VA,NEIN,2697820.25 / 1260939.10,447.95,47.49193063,8.73673425,"09.11.2016","03.12.2025",false,2697820.25,1260939.1
753965,27353,Ohrbühl Verkehrsgarten,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,1,Aktiv,2012,,,Laubbaum,6,20,grosskronig,2,12,Parkbaum,VA,NEIN,2700062.05 / 1261423.60,460.8,47.4959503,8.76658681,"09.11.2016","03.12.2025",false,2700062.05,1261423.6
753969,27393,SH Sennhof Altbau,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,1,Aktiv,2011,,,Laubbaum,7,20,grosskronig,3,12,Parkbaum,VA,NEIN,2699511.55 / 1258173.00,478.7,47.46680212,8.7585571,"09.11.2016","03.12.2025",false,2699511.55,1258173
753973,27295,Verkehrsgrün kommunal. Heiligberg,cabf,Carpinus betulus 'Fastigiata',Säulen-Hainbuche. Weissbuche,Stadt Winterthur,Baumpflege SÜD,1,Aktiv,2011,,,Laubbaum,8,15,grosskronig,4,5,Strassenbaum,VA,NEIN,2696642.25 / 1260724.25,473.85,47.4901727,8.72105804,"09.11.2016","03.12.2025",false,2696642.25,1260724.25
753976,27308,Schwimmbad Töss,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,2000,,,Laubbaum,13,10,grosskronig,8,8,Parkbaum,VA,NEIN,2695606.60 / 1259793.05,440.9,47.48194997,8.70711787,"09.11.2016","03.12.2025",false,2695606.6,1259793.05
753979,27233,Verkehrsgrün kommunal. Eichliacker,tiep,Tilia europaea 'Pallida',Kaiser-Linde,Stadt Winterthur,Baumpflege SÜD,1,Aktiv,2010,,,Laubbaum,7,25,grosskronig,2.5,12,Strassenbaum,VA,NEIN,2695832.70 / 1260647.05,437.6,47.48959692,8.71030071,"09.11.2016","03.12.2025",false,2695832.7,1260647.05
753983,27287,CPS Maurerschule,soau,Sorbus aucuparia ,Eberesche. Vogelbeere,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,2008,,,Laubbaum,9,8,grosskronig,6,8,Parkbaum,VA,NEIN,2697879.00 / 1260868.65,447.4,47.49128835,8.73749828,"09.11.2016","03.12.2025",false,2697879,1260868.65
753986,27456,KG Weberstrasse,acps,Acer pseudoplatanus ,Bergahorn,Stadt Winterthur,Baumpflege SÜD,1,Aktiv,2013,,,Laubbaum,7,20,grosskronig,4,10,Strassenbaum,VA,NEIN,2698051.20 / 1261009.20,447.15,47.49252662,8.73981389,"09.11.2016","03.12.2025",false,2698051.2,1261009.2
753990,27282,CPS Maurerschule,bepe,Betula pendula ,Sand-. Weissbirke. Hängebirke,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,2008,,,Laubbaum,8,15,grosskronig,5,8,Strassenbaum,VA,NEIN,2697853.00 / 1260900.05,447.8,47.49157459,8.73716021,"09.11.2016","03.12.2025",false,2697853,1260900.05
753993,27332,Schiessanlage Ohrbühl,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,1,Aktiv,2013,,,Laubbaum,,20,grosskronig,2,12,Strassenbaum,VA,NEIN,2699937.05 / 1261725.00,458.3,47.49867969,8.76499578,"09.11.2016","03.12.2025",false,2699937.05,1261725
753996,27265,CPS Maurerschule,bepe,Betula pendula ,Sand-. Weissbirke. Hängebirke,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,2008,,,Laubbaum,10,15,grosskronig,5,8,Strassenbaum,VA,NEIN,2697829.65 / 1260922.10,448.45,47.49177635,8.73685524,"09.11.2016","03.12.2025",false,2697829.65,1260922.1
753999,27408,Verkehrsgrün kommunal. Deutweg,tiep,Tilia europaea 'Pallida',Kaiser-Linde,Stadt Winterthur,Baumpflege SÜD,1,Aktiv,2013,,,Laubbaum,9,25,grosskronig,6,12,Strassenbaum,VA,NEIN,2697767.62 / 1260772.86,448.888,47.49044349,8.73599946,"09.11.2016","03.12.2025",false,2697767.62,1260772.86
754003,27288,CPS Maurerschule,kopa,Koelreuteria paniculata ,Blasenbaum. Blasenesche,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,2008,,,Laubbaum,5,8,grosskronig,5,8,Strassenbaum,VA,NEIN,2697844.05 / 1260837.30,444.75,47.49101163,8.73702769,"09.11.2016","03.12.2025",false,2697844.05,1260837.3
754006,27286,CPS Maurerschule,bepe,Betula pendula ,Sand-. Weissbirke. Hängebirke,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,2000,,,Laubbaum,13,15,grosskronig,14,8,Parkbaum,VA,NEIN,2697883.15 / 1260862.30,447.5,47.49123063,8.73755194,"09.11.2016","03.12.2025",false,2697883.15,1260862.3
754009,27385,Zelgli Anlage,acne,Acer negundo ,Eschen-Ahorn,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,1990,,,Laubbaum,13,10,grosskronig,15,8,Strassenbaum,VA,NEIN,2697870.13 / 1260691.42,449.7435456,47.4896959,8.73734167,"09.11.2016","03.12.2025",false,2697870.13,1260691.42
754013,27312,Schwimmbad Töss,sodo,Sorbus domestica ,Speierling,Stadt Winterthur,Baumpflege SÜD,1,Aktiv,2010,,,Laubbaum,9,8,grosskronig,4,8,Parkbaum,VA,NEIN,2695565.45 / 1259790.60,440.85,47.48193392,8.70657147,"09.11.2016","03.12.2025",false,2695565.45,1259790.6
754020,27311,Schwimmbad Töss,soto,Sorbus torminalis ,Elsbeere,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,2005,,,Laubbaum,10,15,grosskronig,6,8,Parkbaum,VA,NEIN,2695571.95 / 1259791.95,441.45,47.48194512,8.70665799,"09.11.2016","03.12.2025",false,2695571.95,1259791.95
754023,27396,Verkehrsgrün überkommunal. Eichliacker,ulgl,Ulmus glabra ,Berg-Ulme,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,2000,,,Laubbaum,8,25,grosskronig,8,12,Strassenbaum,VA,NEIN,2695245.35 / 1260440.10,439.75,47.48782118,8.70246389,"09.11.2016","03.12.2025",false,2695245.35,1260440.1
754026,27317,Schwimmbad Töss,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,2005,,,Laubbaum,11,10,grosskronig,7,8,Parkbaum,VA,NEIN,2695479.05 / 1259783.55,442.65,47.48188307,8.70542383,"09.11.2016","03.12.2025",false,2695479.05,1259783.55
754029,27356,Ohrbühl Verkehrsgarten,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,1,Aktiv,2012,,,Laubbaum,6,20,grosskronig,3,12,Strassenbaum,VA,NEIN,2700090.95 / 1261428.40,461.65,47.49598907,8.76697136,"09.11.2016","03.12.2025",false,2700090.95,1261428.4
754033,27395,Verkehrsgrün überkommunal. Eichliacker,bepe,Betula pendula ,Sand-. Weissbirke. Hängebirke,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,2007,,,Laubbaum,,15,grosskronig,3,8,Strassenbaum,VA,NEIN,2695251.50 / 1260466.55,438.5,47.48805815,8.70255113,"09.11.2016","03.12.2025",false,2695251.5,1260466.55
754036,27366,Ohrbühl Verkehrsgarten,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1975,,,Laubbaum,6,10,grosskronig,7,8,Strassenbaum,VA,NEIN,2699985.65 / 1261386.05,460,47.49562425,8.76556465,"09.11.2016","03.12.2025",false,2699985.65,1261386.05
754040,27299,Verkehrsgrün kommunal. Heiligberg,cabf,Carpinus betulus 'Fastigiata',Säulen-Hainbuche. Weissbuche,Stadt Winterthur,Baumpflege SÜD,1,Aktiv,2011,,,Laubbaum,7,15,grosskronig,4,5,Strassenbaum,VA,NEIN,2696458.05 / 1260550.05,482.65,47.4886332,8.71857648,"09.11.2016","03.12.2025",false,2696458.05,1260550.05
754043,27329,Schiessanlage Ohrbühl,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,1,Aktiv,2013,,,Laubbaum,,20,grosskronig,2,12,Strassenbaum,VA,NEIN,2699896.75 / 1261721.45,457.8,47.49865389,8.76446022,"09.11.2016","03.12.2025",false,2699896.75,1261721.45
754046,27290,CPS Maurerschule,kopa,Koelreuteria paniculata ,Blasenbaum. Blasenesche,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,2008,,,Laubbaum,4.5,8,grosskronig,4,8,Strassenbaum,VA,NEIN,2697854.20 / 1260845.65,444.75,47.49108521,8.73716419,"09.11.2016","03.12.2025",false,2697854.2,1260845.65
754049,27336,Schiessanlage Ohrbühl,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,1,Aktiv,2013,,,Laubbaum,,20,grosskronig,2,12,Strassenbaum,VA,NEIN,2699977.78 / 1261730.42,458.568,47.49872221,8.7655375,"09.11.2016","03.12.2025",false,2699977.78,1261730.42
754053,27376,Verkehrsgrün kommunal. Waldegg,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege SÜD,1,Aktiv,2012,,,Laubbaum,,10,grosskronig,2,8,Strassenbaum,VA,NEIN,2699269.70 / 1260336.15,453.9,47.48629129,8.75583112,"09.11.2016","03.12.2025",false,2699269.7,1260336.15
754056,27263,CPS Maurerschule,bepe,Betula pendula ,Sand-. Weissbirke. Hängebirke,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,2008,,,Laubbaum,3.5,15,grosskronig,2,8,Strassenbaum,VA,NEIN,2697829.95 / 1260928.00,448.15,47.49182936,8.73686052,"09.11.2016","03.12.2025",false,2697829.95,1260928
754059,27266,CPS Maurerschule,bepe,Betula pendula ,Sand-. Weissbirke. Hängebirke,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,2008,,,Laubbaum,10,15,grosskronig,6,8,Strassenbaum,VA,NEIN,2697833.15 / 1260924.45,448,47.49179696,8.73690219,"09.11.2016","03.12.2025",false,2697833.15,1260924.45
754065,27306,Schwimmbad Töss,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,2009,,,Laubbaum,9,20,grosskronig,3,12,Parkbaum,VA,NEIN,2695577.50 / 1259822.10,439.2,47.48221544,8.70673807,"09.11.2016","01.01.2026",false,2695577.5,1259822.1
754068,27389,SH Sennhof Altbau,fasy,Fagus sylvatica ,Rotbuche,Stadt Winterthur,Baumpflege OST-SÜD,1,Aktiv,2013,,,Laubbaum,12,25,grosskronig,4,12,Strassenbaum,VA,NEIN,2699531.95 / 1258193.90,478.85,47.46698698,8.7588323,"09.11.2016","03.12.2025",false,2699531.95,1258193.9
754075,27270,CPS Maurerschule,bepe,Betula pendula ,Sand-. Weissbirke. Hängebirke,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,2008,,,Laubbaum,8.5,15,grosskronig,2.5,8,Strassenbaum,VA,NEIN,2697838.45 / 1260917.30,448.1,47.49173188,8.73697094,"09.11.2016","03.12.2025",false,2697838.45,1260917.3
754078,27326,Schiessanlage Ohrbühl,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,1,Aktiv,2013,,,Laubbaum,,20,grosskronig,2,12,Strassenbaum,VA,NEIN,2699859.10 / 1261715.35,457.45,47.49860476,8.76395926,"09.11.2016","03.12.2025",false,2699859.1,1261715.35
754084,27240,SH Iberg,tiep,Tilia europaea 'Pallida',Kaiser-Linde,Stadt Winterthur,Baumpflege OST-SÜD,1,Aktiv,2010,,,Laubbaum,7,25,grosskronig,4,12,Strassenbaum,VA,NEIN,2701025.60 / 1257941.40,567.85,47.46448867,8.7785833,"09.11.2016","03.12.2025",false,2701025.6,1257941.4
754087,27335,Schiessanlage Ohrbühl,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,1,Aktiv,2013,,,Laubbaum,,20,grosskronig,2,12,Strassenbaum,VA,NEIN,2699970.66 / 1261730.27,458.481,47.498722,8.76544299,"09.11.2016","03.12.2025",false,2699970.66,1261730.27
754091,27267,CPS Maurerschule,bepe,Betula pendula ,Sand-. Weissbirke. Hängebirke,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,2008,,,Laubbaum,11,15,grosskronig,4,8,Strassenbaum,VA,NEIN,2697833.45 / 1260923.25,448.2,47.49178613,8.73690591,"09.11.2016","03.12.2025",false,2697833.45,1260923.25
754094,27330,Schiessanlage Ohrbühl,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,1,Aktiv,2013,,,Laubbaum,,20,grosskronig,2,12,Strassenbaum,VA,NEIN,2699908.10 / 1261722.10,457.95,47.49865801,8.76461097,"09.11.2016","03.12.2025",false,2699908.1,1261722.1
754100,27245,Verkehrsgrün überkommunal. Deutweg,aeca,Aesculus x carnea ,Rotblühende Rosskastanie,Stadt Winterthur,Baumpflege SÜD,1,Aktiv,2011,,,Laubbaum,6,10,grosskronig,4,12,Strassenbaum,VA,NEIN,2697786.60 / 1261381.80,445.55,47.49591671,8.73638488,"09.11.2016","03.12.2025",false,2697786.6,1261381.8
754103,27381,Schiessanlage Ohrbühl,acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1997,,,Laubbaum,,20,grosskronig,7,10,Strassenbaum,VA,NEIN,2699810.15 / 1261472.95,456.05,47.49643237,8.76325544,"09.11.2016","03.12.2025",false,2699810.15,1261472.95
754109,27344,Schiessanlage Ohrbühl,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,1,Aktiv,2013,,,Laubbaum,,20,grosskronig,2,12,Strassenbaum,VA,NEIN,2700072.76 / 1261742.26,459.355,47.49881428,8.7668005,"09.11.2016","03.12.2025",false,2700072.76,1261742.26
754113,27341,Schiessanlage Ohrbühl,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,1,Aktiv,2013,,,Laubbaum,,20,grosskronig,2,12,Strassenbaum,VA,NEIN,2700049.15 / 1261739.70,459.15,47.49879484,8.76648659,"09.11.2016","03.12.2025",false,2700049.15,1261739.7
754120,27292,Verkehrsgrün überkommunal. Endliker,tiep,Tilia europaea 'Pallida',Kaiser-Linde,Stadt Winterthur,Baumpflege SÜD,1,Aktiv,2011,,,Laubbaum,6,25,grosskronig,3,12,Strassenbaum,VA,NEIN,2698954.35 / 1260583.80,451.4,47.48856585,8.7517025,"09.11.2016","03.12.2025",false,2698954.35,1260583.8
754126,27284,CPS Maurerschule,prpa,Prunus padus ,Gewöhnliche Traubenkirsche,Stadt Winterthur,Baumpflege SÜD,1,Aktiv,2012,,,Laubbaum,10,10,grosskronig,7,8,Parkbaum,VA,NEIN,2697865.75 / 1260879.75,447.4,47.49139014,8.73732492,"09.11.2016","03.12.2025",false,2697865.75,1260879.75
754132,27279,CPS Maurerschule,bepe,Betula pendula ,Sand-. Weissbirke. Hängebirke,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,2008,,,Laubbaum,9,15,grosskronig,4,8,Strassenbaum,VA,NEIN,2697845.20 / 1260903.95,447.85,47.49161082,8.73705757,"09.11.2016","03.12.2025",false,2697845.2,1260903.95
754135,27350,Ohrbühl Verkehrsgarten,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,1,Aktiv,2012,,,Laubbaum,6,20,grosskronig,2,12,Strassenbaum,VA,NEIN,2700055.00 / 1261423.40,460.6,47.49594957,8.76649322,"09.11.2016","03.12.2025",false,2700055,1261423.4
754139,27379,Verkehrsgrün überkommunal. Gutschick,tiep,Tilia europaea 'Pallida',Kaiser-Linde,Stadt Winterthur,Baumpflege OST-SÜD,1,Aktiv,2012,,,Laubbaum,7,25,grosskronig,2,12,Strassenbaum,VA,NEIN,2699238.05 / 1260392.70,453.65,47.4868046,8.75542382,"09.11.2016","03.12.2025",false,2699238.05,1260392.7
754142,27268,CPS Maurerschule,bepe,Betula pendula ,Sand-. Weissbirke. Hängebirke,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,2008,,,Laubbaum,11,15,grosskronig,4,8,Strassenbaum,VA,NEIN,2697834.30 / 1260922.70,448,47.49178106,8.73691707,"09.11.2016","03.12.2025",false,2697834.3,1260922.7
754145,27382,Zelgli Anlage,prsk,Prunus serrulata 'Kanzan',Japanische Zierkirsche Kanzan,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,1990,,,Laubbaum,6,10,grosskronig,10,8,Parkbaum,VA,NEIN,2697860.13 / 1260698.21,449.584,47.48975846,8.73721056,"09.11.2016","03.12.2025",false,2697860.13,1260698.21
754149,27249,CPS Maurerschule,bepe,Betula pendula ,Sand-. Weissbirke. Hängebirke,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,2008,,,Laubbaum,12,15,grosskronig,5,8,Strassenbaum,VA,NEIN,2697805.00 / 1260955.25,447.5,47.49207813,8.73653546,"09.11.2016","03.12.2025",false,2697805,1260955.25
754155,27321,Schwimmbad Töss,alco,Alnus cordata ,Italienische Erle. Herzblättrige Erle,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,2009,,,Laubbaum,10,15,grosskronig,4,8,Strassenbaum,VA,NEIN,2695489.00 / 1259864.60,439,47.48261049,8.70557317,"09.11.2016","01.01.2026",false,2695489,1259864.6
754158,27433,SH Schönengrund,cabe,Carpinus betulus ,Hainbuche. Weissbuche,Stadt Winterthur,Baumpflege SÜD,1,Aktiv,2014,,,Laubbaum,8,15,grosskronig,7,8,Parkbaum,VA,NEIN,2697905.75 / 1261138.10,446.35,47.49370745,8.73791236,"09.11.2016","03.12.2025",false,2697905.75,1261138.1
754162,27086,Schwimmbad Wülflingen,qupa,Quercus palustris ,Sumpf-Eiche,Stadt Winterthur,Baumpflege WEST,1,Aktiv,2012,,,Laubbaum,5.5,20,grosskronig,2,12,Parkbaum,VA,NEIN,2693786.95 / 1263080.85,410.15,47.51177848,8.68367088,"09.11.2016","03.04.2025",false,2693786.95,1263080.85
754165,27174,Büelpark,acps,Acer pseudoplatanus ,Bergahorn,Stadt Winterthur,Baumpflege MITTE-OST,1,Aktiv,1851,,,Laubbaum,26,20,grosskronig,13,10,Waldbaum,VA,NEIN,2697168.20 / 1261155.98,478.428,47.4939776,8.7281302,"09.11.2016",25.09.2025,false,2697168.2,1261155.98
754169,27071,Schwimmbad Geiselweid,acps,Acer pseudoplatanus ,Bergahorn,Stadt Winterthur,Baumpflege OST-SÜD,1,Aktiv,2010,,,Laubbaum,8,20,grosskronig,3,10,Parkbaum,VA,NEIN,2698155.30 / 1261414.60,448.75,47.49615674,8.74128435,"09.11.2016","03.12.2025",false,2698155.3,1261414.6
754172,27061,Schwimmbad Oberwinterthur,acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege MITTE-OST,1,Aktiv,2013,,,Laubbaum,,20,grosskronig,6,10,Parkbaum,VA,NEIN,2699572.09 / 1263696.19,,47.51646124,8.76059336,"09.11.2016","03.04.2025",false,2699572.09,1263696.19
754175,27036,Schwimmbad Oberwinterthur,acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege MITTE-OST,1,Aktiv,2013,,,Laubbaum,,20,grosskronig,5,10,Parkbaum,VA,NEIN,2699594.40 / 1263506.30,,47.51475024,8.76084709,"09.11.2016","03.04.2025",false,2699594.4,1263506.3
754178,27058,Schwimmbad Oberwinterthur,cabe,Carpinus betulus ,Hainbuche. Weissbuche,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,2000,,,Laubbaum,4,15,grosskronig,2,8,Parkbaum,VA,NEIN,2699553.10 / 1263590.07,456.981,47.51550986,8.76031762,"09.11.2016","03.04.2025",false,2699553.1,1263590.07
754182,27070,Schwimmbad Geiselweid,acps,Acer pseudoplatanus ,Bergahorn,Stadt Winterthur,Baumpflege OST-SÜD,1,Aktiv,2010,,,Laubbaum,8,20,grosskronig,4,10,Parkbaum,VA,NEIN,2698148.65 / 1261408.20,448.8,47.49610018,8.7411947,"09.11.2016","03.12.2025",false,2698148.65,1261408.2
754198,27081,Schwimmbad Wülflingen,prpa,Prunus padus ,Gewöhnliche Traubenkirsche,Stadt Winterthur,Baumpflege WEST,1,Aktiv,2010,,,Laubbaum,4,10,grosskronig,2,8,Strassenbaum,VA,NEIN,2693868.50 / 1263105.00,410.45,47.51198402,8.68475838,"09.11.2016","03.04.2025",false,2693868.5,1263105
754205,26987,KG Inneres Lind,acps,Acer pseudoplatanus ,Bergahorn,Stadt Winterthur,Baumpflege MITTE-OST,1,Aktiv,2013,,,Laubbaum,5.5,20,grosskronig,2,10,Parkbaum,VA,NEIN,2697600.20 / 1262059.35,444.25,47.50203741,8.73405991,"09.11.2016","03.04.2025",false,2697600.2,1262059.35
754212,26959,Stadthaus Anlage,tiep,Tilia europaea 'Pallida',Kaiser-Linde,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,2008,,Schutzverfügung,Laubbaum,,25,grosskronig,3,12,Strassenbaum,VA,NEIN,2697433.95 / 1261962.25,443.4,47.50118887,8.73183247,"09.11.2016","03.04.2025",false,2697433.95,1261962.25
754215,27043,Schwimmbad Oberwinterthur,cabe,Carpinus betulus ,Hainbuche. Weissbuche,Stadt Winterthur,Baumpflege MITTE-OST,1,Aktiv,2013,,,Laubbaum,,15,grosskronig,3,8,Strassenbaum,VA,NEIN,2699598.88 / 1263472.82,,47.51444852,8.76089901,"09.11.2016","03.04.2025",false,2699598.88,1263472.82
754218,27037,Schwimmbad Oberwinterthur,acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege MITTE-OST,1,Aktiv,2013,,,Laubbaum,,20,grosskronig,4,10,Strassenbaum,VA,NEIN,2699622.52 / 1263501.47,,47.51470255,8.76121918,"09.11.2016","03.04.2025",false,2699622.52,1263501.47
754221,27055,Schwimmbad Oberwinterthur,bepe,Betula pendula ,Sand-. Weissbirke. Hängebirke,Stadt Winterthur,Baumpflege MITTE-OST,1,Aktiv,2013,,,Laubbaum,,15,grosskronig,3,8,Parkbaum,VA,NEIN,2699552.35 / 1263542.68,,47.51508378,8.760297,"09.11.2016","03.04.2025",false,2699552.35,1263542.68
754227,27020,Schwimmbad Oberwinterthur,fasy,Fagus sylvatica ,Rotbuche,Stadt Winterthur,Baumpflege MITTE-OST,1,Aktiv,2013,,,Laubbaum,,25,grosskronig,5,12,Parkbaum,VA,NEIN,2699573.41 / 1263655.48,,47.51609494,8.76060186,"09.11.2016","03.04.2025",false,2699573.41,1263655.48
754230,27117,Wald und Landschaft,fasy,Fagus sylvatica ,Rotbuche,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1851,,,Laubbaum,35,25,grosskronig,20,12,Parkbaum,VA,NEIN,2697165.90 / 1261305.16,468.614,47.49531947,8.7281321,"09.11.2016","03.04.2025",false,2697165.9,1261305.16
754234,26999,Frohbergpark,acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege MITTE-OST,1,Aktiv,2014,,,Laubbaum,8,20,grosskronig,5,10,Strassenbaum,VA,NEIN,2696669.17 / 1261360.71,447.52,47.49589229,8.72155314,"09.11.2016","03.04.2025",false,2696669.17,1261360.71
754238,27155,Büelpark,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1851,,,Laubbaum,22,20,grosskronig,11,12,Parkbaum,VA,NEIN,2697175.50 / 1261202.57,475.277,47.49439555,8.72823718,"09.11.2016","03.04.2025",false,2697175.5,1261202.57
754242,27035,Schwimmbad Oberwinterthur,cabe,Carpinus betulus ,Hainbuche. Weissbuche,Stadt Winterthur,Baumpflege MITTE-OST,1,Aktiv,2013,,,Laubbaum,,15,grosskronig,4,8,Strassenbaum,VA,NEIN,2699609.38 / 1263511.02,,47.5147904,8.76104702,"09.11.2016","03.04.2025",false,2699609.38,1263511.02
754245,27083,Schwimmbad Wülflingen,acps,Acer pseudoplatanus ,Bergahorn,Stadt Winterthur,Baumpflege WEST,1,Aktiv,2012,,,Laubbaum,5,20,grosskronig,4,10,Parkbaum,VA,NEIN,2693805.25 / 1263122.00,410.1,47.51214593,8.68392244,"09.11.2016","03.04.2025",false,2693805.25,1263122
754248,27100,Friedhof Rosenberg,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege WEST,3,Aktiv,1970,,,Laubbaum,10,20,grosskronig,10,12,Strassenbaum,VA,NEIN,2696880.39 / 1263724.23,480.58,47.5171156,8.72486966,"09.11.2016","03.04.2025",false,2696880.39,1263724.23
754252,26964,Heiligberg Rosengarten,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege MITTE-OST,1,Aktiv,2012,,,Laubbaum,9,20,grosskronig,8,12,Parkbaum,VA,NEIN,2696928.10 / 1261403.06,472.864,47.496235,8.72499811,"09.11.2016","03.04.2025",false,2696928.1,1261403.06
754256,26993,Verkehrsgrün überkommunal. Lind,stja,Styphnolobium japonicum ,Japanischer Schnurbaum,Stadt Winterthur,Baumpflege MITTE-OST,1,Aktiv,2013,,Schutzverfügung,Laubbaum,5,20,grosskronig,3,12,Strassenbaum,VA,NEIN,2697260.05 / 1262096.65,441.7,47.50242324,8.72955411,"09.11.2016","03.04.2025",false,2697260.05,1262096.65
754259,27001,Schwimmbad Wolfensberg,plhi,Platanus x hispanica (x acerifolia),Ahornblättrige Platane,Stadt Winterthur,Baumpflege WEST,2,Aktiv,2008,,,Laubbaum,2.5,25,grosskronig,4,12,Strassenbaum,VA,NEIN,2696179.50 / 1263285.30,486.8,47.51327137,8.71547112,"09.11.2016","03.04.2025",false,2696179.5,1263285.3
754262,27110,Wald und Landschaft,frex,Fraxinus excelsior ,Gemeine Esche,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1851,,,Laubbaum,28,20,grosskronig,16,8,Parkbaum,VA,NEIN,2697238.00 / 1261199.93,472.809,47.49436251,8.72906591,"09.11.2016","03.04.2025",false,2697238,1261199.93
754266,26965,Heiligberg Rosengarten,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege MITTE-OST,1,Aktiv,2012,,,Laubbaum,8,20,grosskronig,7,12,Parkbaum,VA,NEIN,2696932.50 / 1261397.83,474.776,47.49618733,8.72505537,"09.11.2016","03.04.2025",false,2696932.5,1261397.83
754274,27605,Wald und Landschaft,acps,Acer pseudoplatanus ,Bergahorn,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1851,,,Laubbaum,20,20,grosskronig,16,10,Parkbaum,VA,NEIN,2697231.02 / 1261190.00,473.684,47.49427432,8.72897107,"09.11.2016","03.04.2025",false,2697231.02,1261190
754278,27378,Verkehrsgrün überkommunal. Gutschick,tiep,Tilia europaea 'Pallida',Kaiser-Linde,Stadt Winterthur,Baumpflege OST-SÜD,1,Aktiv,2012,,,Laubbaum,6,25,grosskronig,2,12,Strassenbaum,VA,NEIN,2699245.05 / 1260387.70,453.75,47.48675858,8.75551558,"09.11.2016","03.12.2025",false,2699245.05,1260387.7
